,follows_target,n_followers,n_following,n_posts,posts_over_time,bio,post_1_content,post_2_content,post_3_content,likes_post_1,comments_post_1,likes_post_2,comments_post_2,likes_post_3,comments_post_3,likes_post_4,comments_post_4,likes_post_5,comments_post_5,post_4_content
maytheforcebewithyu_,1.0,988.0,2310.0,42.0,1.0,📍 | AmsterdamUvA🇨🇳🇳🇱🇪🇺,"maytheforcebewithyu_
#blackouttuesday
2w",,"maytheforcebewithyu_
been obsessing over food since 2001
9w",1.0,,,,,,,,,,
davidmarinus_b,,314.0,421.0,5.0,,Hi Hello Hey,,,,1.0,,,,,,,,,,
easyahoi,1.0,2125.0,621.0,459.0,1.0,"Isa - Studentin -  Kiel/Schleswig-HolsteinKaffeeliebhaberin ☕ Fahrradenthusiastin 🚲Pflanzenfreundin 🌿Begeisterung für Kreatives, Reisen&Yoga","easyahoi
Heute fühlt es sich so richtig nach Sommer an. #feelslikesummer .
.
.

#sommerlykke #happymind #goodmood #flowerlover #plantlove #sunkissed #peonies #hyggechallenge #hcglücksgefühle #summervibes #sunnyday
1d","easyahoi
Wenn die Sonne früh Morgens so in die Wohnung scheint, kann man nur gute Laune bekommen oder?! Und wenn man sich dann dazu entscheidet den Tag mit einer kleinen Radtour zu beginnen sowieso. #goodmood .
.
.

#goodmorning #summervibes #sunlight #sommerlykke #glücksgefühle #vintagebike #rennradliebe #altbauliebe #couchstyle #homesweethome #happymind #positivemindset #summerfeeling
2d","easyahoi
Smells like summer. ☀️ #sommer
Sonne auf der Haut, es riecht nach Sonnencreme, der Eiskaffee schmeckt einfach noch besser, Barfuss am Strand, die Sonne geht erst spät unter & gefühlt fühlt sich einfach fast jeder Tag wie Urlaub an. #summervibes .
.
.

#slsommergefühle #sommerlykke #sommerhygge #flowerpower #happymind #goodmood #summerbreeze #positivemindset #summerdays #mondaymotivation #plantlove
3d",1.0,,,,1.0,,,,,,
decouteresam,1.0,375.0,941.0,47.0,1.0,24• ♈️ • Overpelt 🏡 • Sales Advisor @ Telenet Mortsel • Bompa ✨ 26/04/2016 ✨ • Sofie 💕🦁 1/9/19 •,"decouteresam
“I have enough shoes” - no one ever #Sneakers #Nike #nikeblazermid77 #Sketch #justdoit #Balloon #nikeblazer #Blazermid #Vintage
4w","decouteresam
Jij bent de enige met wie ik deze quarantaine wil doorbrengen lieve schat! I love you ❤️ #SamEnSofie #Happy #Sunrise #Pelt #Corona #Quarantaine
10w","decouteresam
It’s a beautiful day and I can’t stop myself from smiling 😄 📸: @sofievnhrk #Happy #Inlove #Sunshine #Smiling #Quarantaine #Walking #Nature
12w",1.0,,,,,,,,,,
minkebvd,1.0,21.0,153.0,84.0,,,,,,1.0,,,,,,,,,,
ma_rk7982,,146.0,431.0,6.0,,,,,,1.0,,,,,,,,,,
clara442314,,72.0,42.0,0.0,,,,,,1.0,,,,,,,,,,
tjitteijzebrand,1.0,582.0,236.0,9.0,,❤️ Eva,,,,1.0,,,,,,,,,,
zeina.hanafy,1.0,362.0,1302.0,2.0,,♡ 𓂀,,,,1.0,,,,,,,,,,
donataleeflang,1.0,44.0,58.0,6.0,,,,,,1.0,,1.0,,,,,,,,
matt_kettlewell,1.0,16000.0,2962.0,417.0,1.0,🏕 𝘼𝙙𝙫𝙚𝙣𝙩𝙪𝙧𝙚𝙧 🌍𝙀𝙭𝙥𝙚𝙙𝙞𝙩𝙞𝙤𝙣 𝙇𝙚𝙖𝙙𝙚𝙧 🎤𝙎𝙥𝙚𝙖𝙠𝙚𝙧@ordnancesurvey #Getoutside 𝘼𝙢𝙗𝙖𝙨𝙨𝙖𝙙𝙤𝙧,"matt_kettlewell
This time last year, I was helping @teamdolly break the LeJog handcycle world record.
.
When I say help, I really mean eating ice cream the size of my head, taking epic pictures of Stephen brushing his teeth, boring @frictioncollective with my Yorkshire tones, constantly carrying a huge box of rice and getting Mel arrested!
.
All in a days work!
.
.
.
.
#getoutside #osmaps #lejog #expedition #worldrecord #sayyesmore #adventure
1d","matt_kettlewell
🕷 firstly sorry to those who (like myself) are scared of spiders 🕷.
.
I’d thought I’d share a couple stories of two encounters I had with these two spiders on my travels.
.
Pic 1.
The Brazilian wandering spider.
I encountered this little guy (they are massive) in Costa Rica. Whilst explaining to my friend, that the venom of these spiders is a lot worse for men. It gives you a 24hr long, incredibly painful.....erection. And after that you can lose the use of your bits forever.
On hearing those words of advice, my friend said “he’s wandered very far from Brazil”.
.
Pic 2.
A golden orb web.
Now this spider is also massive, though it is harmless and makes some fantastic huge webs.
I was leading a group in Africa, when I spotted one had been hitching a ride on one of the groups rucksacks. So without alarming the poor guy with this spider on his back, I calmly grabbed a stick, then channeling my inner Steve Irwin, I slowly let the female orb web walk onto it. The group spotted my removal and took interest in the spider. As I told them a little info about the spider, trying my best to look cool. It suddenly turned and ran up the stick towards my hand! Now with what I can only describe as a squeal, I threw my stick as far as I could. To look up at my group looking a bit shocked at my reaction 🕷
.
.
.
.
#spiders #wildlife #adventure #expedition #exploremore #africa #southafrica #costarica
2d","matt_kettlewell
This time 3yrs ago, I tricked my friend @atata_martin into cycling from Yorkshire to Bristol. His only experience of the U.K up to that was of driving up the M1.
.
Lots of hills, lots of wind and lots of moaning, but great fun.
Two bikes, one a mountain bike I won in a pub raffle and a hybrid bike I bought from Sports Direct for £50.
.
My first attempt of ‘bike packing’, we soon learnt that the backpack with all our stuff in was a bad idea. Day 2 we had everything tied onto the frame of the bikes.
.
Photo 2, is my standard response when Atata asks for a selfie 🤳😂
.
.
.
#getoutside #osmaps #bikepacking #bristol #yorkshire #welcometoyorkshire #adventure #pictureoftheday #expedition #sayyesmore
3d",1.0,,,,,,,,,,
w.o.u.l.i.e,1.0,276.0,1169.0,218.0,,Onderwys Potch@dgravett ❤❤,,,,1.0,,,,,,,,,,
greenlifestylebcn,1.0,2952.0,684.0,712.0,1.0,ECOFASHION Store since 2011.Moda ORGANICA certificada. Diseñadores independientes europeos.BARCELONA and ONLINE. gls.greenlifestyle@gmail.com,"greenlifestylebcn
Hello fashion changers!! En @greenlifestylebcn tenemos muchos básicos, y es cierto que no acostumbro a mostrarlos por aquí, pero eso no significa que no tengamos infinidad de ellos.
.
Cómodo y básico vestido de algodón orgánico, muchas lo lleváis así como yo en la foto y otras lo queréis para ponerlo encima de unos leggins, que hablando de leggins aprovecho para decir que tenemos de todos los colores!! .
Disponible en verde como el de la foto y en negro! .
#organiccotton #slowfashion #modasostenible #ecoshop #ecostore #ecofashionstore #ecofriendly #ecofashion #sustainablefashion #summer2020 #greenlifestylebcn #greenlifestyle .
Photo by @ela.asanova 📷
2d","greenlifestylebcn
Hola qué tal Espero que la libertad de movimiento de este finde, haya servido para reencuentros familiares!! Para nosotros ha sido un finde de lo más normal, como antes de la newnormal. El sábado trabajando en la tienda y el domingo de barbacoa con la familia 🤗
Vienen días de sol y calor!! ☀️ Y tenemos muchas ganas de looks veraniegos como éste!! Tanto la falda como el top son de algodón orgánico, diseñados en Ibiza y fabricados en España de la mano de @ravensviewibiza y están disponibles en muchos más colores 💛🖤🧡
3d","greenlifestylebcn
Hello my fashion changers!
First of all I want to thank youuuu all!! Is being a great feeling to be with the shop open again. I'm feeling your support I'm so grateful. as you know, or if you not I will tell you now, the quarantine was way too hard in somehow for my self, I felt lost and angry more than ever before, I was really scared of my business situation. Thats why today I am so thankful for your support. For little shops like mine it means lots. Fashion changers you rock!!! Sorry if my English it wasn't good enough to share that though with you, but that thought it came just like that for me.
****************************
About the jumpsuit 💟 that I'm wearing in these pictures that @ela.asanova took 📷
Hmmmm not much to say, I'm in love, the jumpsuit fabric is closer to the best fabric I ever worn. Amazing capsule wardrobe piece! Just saying 😉
6d",1.0,,,,,,,,,,
liiisio,1.0,5849.0,567.0,393.0,1.0,"🌱 Veganismus & Nachhaltigkeit🧥 Vintage & Fairfashion 🛋 Interior & Plants📍Karlsruhe, Germany #leavenoonebehind","liiisio
#blackouttuesday | sich selbst zurücknehmen, Privilegien checken, zuhören und eigenverantwortlich dazu lernen, z.B. diese Bücher lesen / Hörbücher hören:
📌 „Exit Racism: rassismuskritisch denken lernen“ von Tupoka Ogette / @tupoka.o
📌 „Was weiße Menschen nicht über Rassismus hören wollen aber wissen sollten“ von Alice Hasters / @alice_haruko
📌 „Eure Heimat ist unser Albtraum“ hg. von Fatma Aydemir und Hengameh Yaghoobifarah / @fatma_m0rgana @habibitus
📌 „Deutschland Schwarz Weiß“ von Noah Sow / @noahsow
2w","liiisio
27°-Look🌻Mein liebster Vintagefund, der Sonnenblumen-Rock trifft auf weißes Shirt, runde Gläser, faire „Chucks“ und einem Hauch von hellrot auf den Lippen💋🌞Alles Second Hand oder Fair Fashion✌🏻
Rock – @kleiderkreisel
T-Shirt – @armedangels
Faire „Chucks“ – @ethletic
Lippi – @benecos_official
Sonnenbrille – Flohmarkt ———————————————————
[Verlinkungen unbeauftragt, enthält PR-Sample #ethletic] #sommeroutfit #summerootd #secondhandfirst #fairfashion #slowfashionblogger #slowfashionmovement #letschangethatfashiongame #nachhaltigemode #buysecondhand #thriftedfashion #summeroutfit #fairfashionootd #fashionchangers #slowfashion #ethicalfashion #ecofriendlyproducts #öko #ecofashionblogger #sommerlook #whatiamwearing #fairfashionblogger #ethicallymade #secondhandfashion #thriftstorefinds #vintagemode #90sstyle #greenblogger #chucks #consciousfashion
2w","liiisio
„Der Weltmilchtag wird einmal jährlich organisiert, um international für den Konsum von Milch zu werben. [...] Milch soll als natürliches und gesundes Getränk weltweit und für alle Altersstufen beworben werden.“ [Wikipedia]
Uff🤯 Ich für meinen Fall kippe lieber ne pflanzliche Milch in meinem Kaffee oder ins Müsli, bin doch keine Babykuh?🚫🐮 Es gibt so viele gute Gründe gegen den Milchkonsum:
🍼 Die konventionelle Milchproduktion ist alles andere als natürlich! Die Kuh wird künstlich besamt, nach der Geburt wird ihr das Kalb weggenommen und endet entweder als Schnitzel auf dem Teller oder ebenfalls als Milchkuh. Rund 50 Liter Milch gibt eine Milchkuh am Tag! Weil sie dauerschwanger sind, ist die Milch oft Hormon-belastet und die Kühe leiden an entzündeten Eutern. Während die natürliche Lebenserwartung einer Kuh bei 20–30 Jahren liegt, wird eine Milchkuh nur maximal 4 Jahre alt.
🍼 Glückliche Kühe grasen auf grünen Wiesen - so suggerieren es die Verpackungen von Milch, Käse, Butter und Joghurt. Die Realität sieht anders aus: Milchkühe verbringen ihr Leben zusammengepfercht in Stallanlagen, viele sogar ganzjährig angebunden. Rund 90% aller Milcherzeugnisse stammen aus der Massentierhaltung!
🍼Diese vielen Kühe wollen ernährt werden, und weil das eben nicht mit saftigem Gras geht, bekommen sie Soja beigefüttert, importiert aus Südamerika. Bei der Verdauung stoßen sie Methan aus, was sich nicht gerade positiv auf die Klimabilanz auswirkt.
🍼 Auch auf unsere Gesundheit kann sich der Milchkonsum auswirken: Das in Zusammenhang mit Milch gefeierte Calcium, liefern auch zahlreiche pflanzliche Quellen, wie bspw. Blattgemüse. Zudem enthält Milch nur wenig Magnesium, was für die Knochengesundheit mindestens genauso wichtig ist. Der Verzicht auf Milchprodukte kann sich positiv auf Haut- und Darmgesundheit auswirken. Übrigens leidet rund 1/4 der Weltbevölkerung an Laktoseintoleranz, nicht zuletzt, weil die Natur Kuhmilch nicht für den Menschen vorgesehen hat, sondern für das Kalb.

Lasst uns lieber die Auswahl an pflanzlichen Alternativen feiern und ne frische Hafermilch mixen – 2 Rezepte gibts im Swipe 🍶🎉#govegan [Werbung|Markierung]
2w",1.0,,,,,,,,,,
jors_truly,1.0,27200.0,1191.0,751.0,1.0,'The biggest threat to this planet is the belief that someone else will save it’,"jors_truly
‘Last one at the car is a loser!’ 💨💨 .
Even now that borders within the EU are slowly opening up and the sky is filling up with planes again. I think I’ll be okay with not flying anywhere this year. This comfy electric drive is our buddy getting us to all beautiful places in our country⚡️🌞.
#Holland #Zeeland #zeroemission @nissaneurope
1d","jors_truly
Thank you for being my companion on both deserted beach walks ánd crowded protests.
#doordikendun
1d","jors_truly
Black lives matter. How people still question the existence of racism or want to debate it frustrates me, and I can only imagine how frustrating this must be for black people who actually have experienced racism. I truly hope all these protests help us to get to a next chapter in history where we listen, learn and acknowledge all things about injustice, racism and institutional racism and create change.
I took a step away from posting my own stuff the last 10 days and just shared Insta stories around anti-racisme. I will be posting ‘normal’ posts again, but this does not mean I will stay silent on this topic. I made a promise to myself to;
- Keep reading, listing, talking and educating myself on this topic
- Challenge myself on how I can push towards more equality in my field of work
- Speak up. I will speak up when I hear somebody say racist things. I will make my voice count through signing petitions. I will show up at protests for this cause.
I truly believe in dialogue, ask questions and dare to listen - also when it’s tough.
Let’s get comfortable with being uncomfortable.
Love to share my favourite Robin Sharma quote here ‘Change is hard at first, messy in the middle and gorgeous at the end’
#BlackLivesMatter #BLM
📸: @paolakudacki
6d",1.0,,,,1.0,,,,,,
tiany.helderweirdt,1.0,,,,,,,,,1.0,,,,,,1.0,,,,
theywerehere1st,1.0,,,,,,,,,1.0,,,,,,,,,,
charlotte.gallagherr,1.0,,,,,,,,,1.0,,,,,,,,,,
1krebsy,1.0,,,,,,,,,1.0,,,,,,,,,,
raum_blick,1.0,,,,,,,,,1.0,,,,,,,,,,
heykeskarstens,1.0,,,,,,,,,1.0,,,,,,1.0,,,,
evahermine,,,,,,,,,,1.0,,1.0,,,,,,,,
lisadebyser,1.0,,,,,,,,,1.0,,,,,,,,,,
alice_ltc28,,,,,,,,,,1.0,,,,,,,,,,
ririr1993,1.0,,,,,,,,,1.0,,,,,,,,,,
nikkie_v_dalen,1.0,,,,,,,,,1.0,,1.0,,,,,,,,
anna_brams1,1.0,,,,,,,,,1.0,,,,,,1.0,,,,
anouskag,1.0,,,,,,,,,1.0,,,,,,,,,,
64jones,1.0,,,,,,,,,1.0,,,,,,,,,,
sarah_99x,1.0,,,,,,,,,1.0,,,,,,,,,,
adriana_monteiro_dos_santos,1.0,,,,,,,,,1.0,,,,,,,,,,
cliantaoktodianashita,,,,,,,,,,1.0,,,,,,,,,,
annethehoneybadger,1.0,,,,,,,,,1.0,,,,,,,,,,
sandra.graphica,1.0,,,,,,,,,1.0,,,,,,,,,,
eloisedevaal_,,,,,,,,,,1.0,,,,,,,,,,
birdpiep,1.0,,,,,,,,,1.0,,,,,,,,,,
pasprint1988,1.0,,,,,,,,,1.0,,,,,,,,,,
lynnekexw,1.0,,,,,,,,,1.0,,,,,,,,,,
sarah_hgge,1.0,224.0,525.0,136.0,,,,,,1.0,,,,,,,,,,
elenalisamaria,1.0,290.0,364.0,54.0,,,,,,1.0,,,,,,,,,,
michaellavdb,1.0,162.0,360.0,13.0,,- 𝓑𝓵𝓮𝓼𝓼𝓮𝓭 𝔀𝓲𝓽𝓱 𝓽𝓱𝓮 𝓫𝓮𝓼𝓽 ❥ 𝓓𝔂𝓵𝓪𝓷- 🦋 𝓜𝓸𝓶𝓶𝔂,,,,1.0,,,,,,,,,,
spicykimchisoup,1.0,435.0,755.0,570.0,1.0,CO-FOUNDER 𝙍𝙀𝘾𝙊𝙉𝙎𝙏𝙍𝙐𝘾𝙏 🎮,"spicykimchisoup
#blackouttuesday BLM
2w","spicykimchisoup
ARCHIVE SALE STARTING SOON!! HEAD OVER TO @reconstruct.collective AND STAY TUNED. 🤍🤍🤍
THE RULES: BIDDING IN COMMENTS
BIDS GO UP WITH 5€
ALL SALES ARE FINAL
SHIPPING COSTST EXCLUDED
STARTING BIDS IN CAPTIONS
Model: @duukstr
Pictures: @lulu.aan
Visuals: me
3w","spicykimchisoup
I made this coat for @badgalriri (@reconstruct.collective AW18/19) but if she don’t wan it I will just and do a photoshoot with @yohjikattamoto cause he matches the (fake) fur
4w",1.0,,,,,,,,,,
keukenbewust.nl,,67.0,8.0,1.0,1.0,Voor een groenere samenleving!♻️,"keukenbewust.nl
Bereikt de aarde langzamerhand een breekpunt ⁉️ ⁣
⁣
De aardbol, waarop we leven begint flink toegetakeld te worden. Het begint zijn sporen achter te laten. Zo beginnen we al een toename te zien van steeds meer frequente/extreme weer-omstandigheden die desastreuze gevolgen hebben.🌪️⁣
⁣
Meer dan 700 miljoen mensen hebben geen toegang tot schoon water.💧⁣
We hebben al 27% van onze koraalriffen verwoest, waar er maar liefst 25% van ons zeeleven leeft. 🐳⁣
Er worden 160.000 plastic zakken per seconde gebruikt. Plastic breekt amper tot niet af! ❌⁣
⁣
Tegen het jaar 2030 hebben we misschien maar 10% van de regenwouden over en kan het over 100 jaar verdwenen zijn❗⁣
Door ontbossing kunnen in de komende 25 jaar 28.000 diersoorten uitsterven. 🐅⁣
⁣
We zullen geen welvarende, stabiele en rechtvaardige toekomst voor de mensheid bouwen op een gedegradeerde planeet. Het milieu beschermen naast economische en sociale ontwikkeling is van cruciaal belang voor ons wel zijn. Beter produceren en verstandiger consumeren is de sleutel tot het stand brengen van het beschermen van natuurlijke rijkdom en bijdragen aan het algehele economische en sociale welzijn. ♻️⁣
⁣
Door dit allemaal achterwege te houden, hebben 2 jongens uit een kleine stad in Twente van 19 jaar het initiatief genomen te gaan ondernemen op een maatschappelijk verantwoorde manier door een platform te creëren, waarop het hoofd concept gericht is op eco-vriendelijke artikelen, waarbij we op lange termijn een grote impact willen hebben op de samenleving. 🌎⁣
⁣
Dit door een platform te beginnen, waarop we ons richten op ‘eco-vriendelijke producten’. Zo geloven we er heilig in dat we met onze platform een impact kunnen maken op de koopbehoefte van de algemene klant, om zo een groot mogelijk steentje bij te dragen aan de maatschappij! ♻️‼️
1d",,,1.0,,,,,,,,,,
milou_k_x,,216.0,310.0,1.0,,🏑OMHC.                                                                        📚Emmauscollege,,,,1.0,,,,,,,,,,
mia_prddsg,1.0,284.0,643.0,40.0,1.0,Product designer 🌱Reduce Reuse Reuse Reuse Recycle ♻️DM for freelance work ✍🏼🇫🇷 🇦🇲 🇱🇧 🇦🇪,"mia_prddsg
Prototype #2 is done! 🌵#diychairchallenge @nickpbaker
Noticed a lot of problems and details when doing this prototype. I definitely have some things to improve on for the final chair but this is pretty close to what I had in mind!
2d","mia_prddsg
So what do you think of the New PS5?
I think they made it too much like Xbox, specially the controller’s proportions but I do like the design. The console kinda looks like a WiFi router? Maybe we’ll love it one day 🤔
3d","mia_prddsg
1/3 scale model of my diy chair challenge coming along! And of course my little cactus guy chillin’ in his summer chair 🌵 #diychairchallenge
I will be posting a tutorial video of how to make this diy chair at home so stay tuned! 🎥
@nickpbaker @erictrine #diychairchallenge #chair #chairdesign #ecofriendly #designwithnature #productdesigner #industrialdesigner #industrialdesign #productdesign #productphotography #building #crafts #woodworking #sowing
4d",1.0,,,,,,,,,,
